"ID","PARTNER_ID","NAME","ADDRESS","ADDRESS_2","CITY","STATE","POSTAL_CODE","COUNTRY","TIMEZONE","PHONE","EMAIL","FAX","LONGITUDE","LATITUDE","ERROR"
"526e6eff275b24ffe5000dfe","52276830ebad644079000243","Pari Nadimi"," info@parinadimigallery.com","","","","","","","","","","","","Partner Ext Id: more than one record found for external id field: [001M000000oimC1IAI, 001M000000ovZkxIAE]"
"519489fc1618484a8a000076","517af7207c186576cd0001e4","Primary Location","6-1-23 Yanaka ","Taito-ku","Tokyo ","","110-0001","JP","Asia/Tokyo","+81-(0)3-3821-1144","info@scaithebathhouse.com","+81-(0)3-3821-3553","139.510395","35.690041","Partner Ext Id: more than one record found for external id field: [001M000000ova75IAA, 001M000000oilZcIAI]"
"51dac8b28b3b81f3cf0000c8","51dac894275b24d3e20000d7","Primary location","8, rue Saint-Claude","","Paris","","75003","FR","America/Chicago","+33 (0) 1 44 54 01 58","contact@mor-charpentier/alex@mor-charpentier/philippe@mor-charpentier.com","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovaNsIAI, 001M000000oilqSIAQ]"
"53bb262f7261692cdce30d00","5373aa46275b24243b000915","Location 2","","","","","","","","","","","","","Partner Ext Id: more than one record found for external id field: [001M000000oilRwIAI, 001M000000ovZpqIAE]"
"5163e7b4e6222a52c1000033","4dd165327568e5000100045d","Location 3","Project Space","Tuerkenstrasse 16","Munich","","80333","DE","Europe/Berlin","","","","11.57374","48.14661","Partner Ext Id: more than one record found for external id field: [001M000000ovZUYIA2, 001M000000oilXOIAY]"
"540d54867261692aab6b0200","540d45bb72616939c75f0300","Al Qoz Gallery","","","Dubai","","","AE","Asia/Dubai","","","","55.296196","25.268352","Partner Ext Id: more than one record found for external id field: [001M000000ovZxTIAU, 001M000000oimIkIAI]"
"541363e87261692d63f40400","540ba720726169112e560900","Primary Location","49 Geary Street","5th Floor","San Francisco","CA","94108","","America/Los_Angeles","415-421-0122","","","-122.404237","37.787784","Partner Ext Id: more than one record found for external id field: [001M000000oilZZIAY, 001M000000ovZzVIAU]"
"54299fbf7261692ce8d00100","54299e8e7261692cccdc0600","Honey Ramka","56 Bogart Street","","Brooklyn","NY","11206","","America/New_York","","","","-73.933173","40.705865","Partner Ext Id: more than one record found for external id field: [001M000000oilZVIAY, 001M000000ova11IAA]"
"543d25d77261692ce1790000","541313b7776f72798e940000","Primary Location","18 Park Walk","","London","","SW10 0AQ","GB","Europe/London","","","","-0.177498","51.484004","Partner Ext Id: more than one record found for external id field: [001M000000oilERIAY, 001M000000ovaSsIAI]"
"544a5c1672616935730d0300","543d49947261692e9ded0500","Primary Location","17 Towne Farm Lane","","Stowe","VT","05672","","America/New_York","","","","-72.70178","44.474759","Partner Ext Id: more than one record found for external id field: [001M000000ovZm5IAE, 001M000000oilVXIAY]"
"546128347261692ddedf0300","5425e778726169504c830300","Location 4","212Gallery","525 East Cooper Avenue ","Aspen","CO","81611","US","America/Denver","","","","-106.858854","39.218332","Partner Ext Id: more than one record found for external id field: [001M000000ova18IAA, 001M000000oilv8IAA]"
"5462b6fa7261691f1b4c0400","5460b46572616926f12f0b00","c76965f16c9a4a5a60011853e5b49d3c","20 Clerkenwell Green","","London","","EC1R 0DP","GB","Europe/London","","","","-0.105268","51.523007","Partner Ext Id: more than one record found for external id field: [001M000000oilZfIAI, 001M000000ova3rIAA]"
"538891579c18db905f0001b8","52a605df9c18db2bf7000005","Location 3","The Surf Lodge","183 Edgemere Street","Montauk","NY","11954","US","America/New_York","","","","-71.950611","41.044177","Partner Ext Id: more than one record found for external id field: [001M000000ovZheIAE, 001M000000oilUnIAI]"
"5512e92e7261694d9b170200","5511d4127261692f194c1200","250ec508196dbd413c52f6c3663ea3c7","66 Willow Avenue","","Hoboken","New Jersey","07030","US","America/New_York","","contact@proto-gallery.com","","-74.034875","40.737111","Partner Ext Id: more than one record found for external id field: [001M000000ovaJpIAI, 001M000000oilZGIAY]"
"52570f1ec9dc248b00000380","5069e2c4b37cf400020006d4","Corcoran Gallery of Art","500 Seventeenth Street NW","","Washington","D.C.","20006","","","","","","","","Partner Ext Id: more than one record found for external id field: [001M000000ovZYCIA2, 001M000000oilCUIAY]"
"52936104cd530e0ef5000953","51905a9ee32bc84d50000024","Primary Location","Rua das Acácias, 104 Gávea","","Rio de Janeiro","RJ","22451-060","BR","America/Chicago","+55 21 2521-0426","galeria@silviacintra.com.br","+55 21 2521-0426","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oilOoIAI, 001M000000ovZmAIAU]"
"52449812275b243407000050","5242ed6cb504f50afc000025","Primary Location","Sair Nedim Caddesi No: 4 Akaretler 34307","Besiktas","Istanbul","","","TR","America/Chicago","+90 212 259 15 43","info@artonistanbul.com","+90 212 259 15 56","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oilzOIAQ, 001M000000ovZgHIAU]"
"524b3712139b21f88f000214","5226698aebad64d4a600012a","Location 2","PARKETT Publishers New York","145 Ave. of the Americas, 7th floor","New York","NY","10013","US","America/Chicago","212-673 2660","m.burgos@parkettart.com","(212)271-0704","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oim7YIAQ, 001M000000ova3UIAQ]"
"5270125ccd530e96f3000467","526be13dcd530e29ab00047a","Primary Location","","","","","","","","","","","","","Partner Ext Id: more than one record found for external id field: [001M000000oile1IAA, 001M000000ovZfjIAE]"
"50c5e027c6fd11a60400076a","50abcb3025e77810fd000033","Primary Location","The Economist Building","30 Bury Street","London","","SW1Y 6AU","GB","America/Chicago","+44 (0)207 930 5111","gallery@simsreed.com","+44 (0)207 930 1555","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovZZyIAM, 001M000000oil8pIAA]"
"528f253c8b3b819b0f00015c","528e419b9c18dbe25e000011","Primary Location","Maximilianstrasse 35","","Munich","","80539","DE","Europe/Berlin","0049 89 210 980 3","muenchen@haeusler-contemporary.com","0049 89 210 980 55","11.584038","48.13947","Partner Ext Id: more than one record found for external id field: [001M000000ovZviIAE, 001M000000oilQeIAI, 001M000000ovZrGIAU]"
"55784a897261692c56000098","548e9eb37261690227660d00","46dc02a86d880168fb723c2a89275b30","IFA Gallery","","Brussels","","1000","BE","America/Chicago","","","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oim53IAA, 001M000000ova4ZIAQ]"
"530d8adc139b21eb0a00003e","52b7bb18ebad6427d5000126","Primary Location","Roppongi 7-18-8","Kishida bldg 2F","Minato-ku","Tokyo","1060032","JP","America/Chicago","+81 (0)3 3405 8438","contact@clearedition.jp","+81 (0)3 3405 8438","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oilSnIAI, 001M000000ovZimIAE]"
"5321d86ab202a3eca1000055","52a605df9c18db2bf7000005","Location 1","St. Regis Bal Harbour - Lobby Level","9703 Collins Avenue","Bal Harbour","FL","33154","US","America/Chicago","305-864-4968","info@rosenbaumcontemporary.com","305-397-2235","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovZheIAE, 001M000000oilUnIAI]"
"5322cfb5a09a674ffc0003ea","52dd6a852213937b6c00054d","Location 2","The Palms","145 Sir Lowry Road","Cape Town","Western Cape","8001","ZA","America/Chicago","0027214225100","info@smacgallery.com","0027218877624","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ova0VIAQ, 001M000000oilNgIAI]"
"5329c6141a1e8637db000084","530d10daebad64dfaa0003f3","Primary Location","Av. Canadá 147 Jardim Canadá","","Nova Lima - Belo Horizonte","Minas Gerais","34.000-000","Brasil","America/Cuiaba","55 + 31 3261-3993","lemosdesagaleria@gmail.com","","-53.2","-10.333333","Foreign key external ID: 530d10daebad64dfaa0003f3 not found for field Partner_Ext_Id__c in entity Account"
"531d2cb9a09a675cf90009be","530d0045221393cae8000052","Primary Location","Carrera 16 # 86A-31","","Bogota","","","CO","America/Chicago","Work: +57 1 530 0339 / 616 3863  Mobile Colombia: +57 310 249  5591  Mobile US: 941 448 0918","beatrizesguerra@icloud.com / be@beatrizesguerra-art.com","+57 1 530 0339","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovZjJIAU, 001M000000oilVfIAI]"
"51d32b3c8b3b8149f50002af","51d196598b3b819a150000dd","Gallery","Workplace Gateshead","The Old Post Office, 19-21 West Street","Gateshead","Tyne & Wear","NE8 1AD","UK","Europe/London","+44 (0)191 477 2200","info@workplacegallery.co.uk","","-1.6057","54.958554","Partner Ext Id: more than one record found for external id field: [001M000000oilSNIAY, 001M000000ovZnSIAU]"
"536aa8ea1a1e865d610000bc","5367d4c58b3b81b455000033","Primary Location","House of Art Gallery","408 Marcus Garvey Blvd.","Brooklyn","NY","11216","US","America/Chicago","347 663-8195","artwork_inquires@hoagallery.com","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oilCBIAY, 001M000000ovZkPIAU]"
"51e868d5275b24bf4300050d","51190ae001d210398700030b","Olsen Irwin Works on Paper, Small Paintings, and Sculpture Gallery","40 Queen Street","","Woollahra","NSW","2025","AU","Australia/Sydney","61 2 9363 0660","info@olsenirwin.com","61 2 9327 3944","151.241389","-33.885556","Partner Ext Id: more than one record found for external id field: [001M000000oildCIAQ, 001M000000ova0kIAA]"
"53898935139b2140f000013d","51828eb9ed019a3f77000053","Location 2","604, 6/F, Chai Wan Industrial City Phase One, 60 Wing Tai Road","","Chai Wan","","0000","HK","Africa/Bangui","+852 2810 0065","info@10chancerylanegallery.com","","22.927141","7.362564","Partner Ext Id: more than one record found for external id field: [001M000000ovZtxIAE, 001M000000oilm4IAA]"
"5061b14b830fc20002000995","5061b0cfe5442200020009b4","London Mayfair","3 Albemarle Street","","London","","W1S4HE","GB","Europe/London","+44 20 3051 5939","","","-0.140807","51.508222","Partner Ext Id: more than one record found for external id field: [001M000000oim8PIAQ, 001M000000ovZgwIAE]"
"5390f10f8b3b8147a7000239","5390eef1cb4c272aa600024f","Hirshhorn Museum and Sculpture Garden","700 Independence Ave SW","","Washington, District of Columbia","","","","America/New_York","","","","-77.051688","38.88763","Partner Ext Id: more than one record found for external id field: [001M000000oil9XIAQ, 001M000000ovaKhIAI]"
"5015b61a0400f800020002b3","4fc80c71aa48fb00010022f7","Bangkok Location","919/3, 5th Floor, The Silom Galleria, Soi 19 Silom Road","","Bangkok","","10500","TH","America/Chicago","+662 630 1114","tangcontemporarybkk@gmail.com","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oilcoIAA, 001M000000ovZYTIA2]"
"53921d871a1e86c49800021c","53921d03cb4c273c62000253","Studio 905 on Juniper","905 Juniper Street, Suite 109","","Atlanta","Georgia","30309","US","America/Chicago","404.432.0073","adriana@studio905onjuniper.com","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovZsvIAE, 001M000000oilQ8IAI]"
"53addbe172616974b3750100","53975f8a4b8480ad8d00003d","Primary Location","2650 Frankfort Avenue","","Louisville","Kentucky","40206","US","America/Kentucky/Louisville","502-896-6687","bdeemer@bdeemer.com","502-896-2884","-85.694128","38.254375","Partner Ext Id: more than one record found for external id field: [001M000000ovZuQIAU, 001M000000oiln3IAA]"
"526634f38b3b811417000588","52430662cd530e27cc000114","Giacomo Guidi Arte Contemporanea","Largo Cristina di Svezia, 17","","Rome","","00165","IT","Europe/Rome","+39 06 68801038","info@giacomoguidi.it","+39 06 68801038","12.465186","41.891949","Partner Ext Id: more than one record found for external id field: [001M000000oilQHIAY, 001M000000ovZfxIAE]"
"53ae936a72616941b1400400","53ad8cea7261697eea270700","Primary Location","Ludwigstrasse 7","","München","","80539","DE","Europe/Berlin","+498928675167","info@f56.net","","11.578302","48.144772","Partner Ext Id: more than one record found for external id field: [001M000000ovZvpIAE, 001M000000oilIiIAI]"
"5336f599a09a675854000159","530f78ea275b246a8a00018d","Primary Location","37 Rathbone St","","London","UK","E16 1JH","GB","America/Chicago","+44 (0)2067361133","georgia@rosenfeldporcini.com","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oilzWIAQ, 001M000000ovZkUIAU]"
"53b130e37261696ec0b41000","537f5f024b8480af3300002d","Primary Location","Studio 16, Victor House","282a Richmond Road, Hackney","London","","E83QS","GB","America/Chicago","","info@chandelierprojects.com","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovZprIAE, 001M000000oilQ9IAI]"
"4e3c7254de52c8000500715a","4dff8bdab2d8e50001003105","Primary Location","12 E 86th St","Suite 527","New York ","New York","10028","US","America/New_York","212.731.0550","info@hawthornefineart.com","646.304.1639","-73.959526","40.780989","Partner Ext Id: more than one record found for external id field: [001M000000ovZTsIAM, 001M000000oim8tIAA]"
"51099f5dd638780d2d0001a9","51099f296b9d06ec6300014c","Seattle Art Museum","1300 First Avenue","","Seattle","WA","98101","US","America/Chicago","","","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovZZIIA2, 001M000000oimDpIAI]"
"53cead1f726169376ba50000","53ac76387261697eea500000","Primary Location","6th Avenue between Dolores & Lincoln Streets","","Carmel-by-the-Sea","CA","93921","US","America/Chicago","(831) 624-4453","info@westongallery.com","(831) 624-7190","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oilnAIAQ, 001M000000ovZpCIAU]"
"53d658507261693b651f0b00","53c974f972616933885b0600","Location 2","27 Old Gloucester Street","","London","","WC1N 3AX","GB","Europe/London","+44 (0) 753 827 1220","info@decorazongallery.com","","-0.121582","51.520308","Partner Ext Id: more than one record found for external id field: [001M000000oim6EIAQ, 001M000000ovZxDIAU]"
"51b009478b3b817e54000002","4dc989459974460001003322","Location 6","6 Burlington Gardens","","London","","W1S 3ET","GB","Europe/London","","","","-0.140285","51.509865","Partner Ext Id: more than one record found for external id field: [001M000000oilf0IAA, 001M000000ovZTTIA2]"
"53c552a97261692cce270100","53c54b8e72616961ab172000","Savina Museum of Contemporary Art","49-4 Yulgokro, Jongno-gu","","Seoul","","110-240","KR","Asia/Seoul","82-2-736-4371","","82-2-736-4372","126.984504","37.576459","Partner Ext Id: more than one record found for external id field: [001M000000ovaQNIAY, 001M000000oilkqIAA]"
"53bc3e4b7261692cdc620200","53a9de5a7261692d3c950200","Primary Location","1331 W. Sunset Blvd","","Los Angeles","California","90026","US","America/Chicago","213-213-0078","info@subliminalprojects.com","213-213-0077","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovZtHIAU, 001M000000oilRsIAI]"
"53db6bab7261696be4f50100","53bc3e54776f724867950100","Repetto Gallery","1st floor, 11/12 Dover Street","","London","","W1S 4LJ","United Kingdom","Europe/London","","","","-0.127647","51.507322","Foreign key external ID: 53bc3e54776f724867950100 not found for field Partner_Ext_Id__c in entity Account"
"526686decd530ec6970006b7","526686738b3b8143e300066e","Museum of Contemporary Canadian Art (MOCCA)","952 Queen Street West","","Toronto","Ontario","M6J 1G8","CA","America/Toronto","","","","-79.416883","43.644705","Partner Ext Id: more than one record found for external id field: [001M000000oimClIAI, 001M000000ovaKpIAI]"
"5293b91e139b21100100008c","5293b874275b242ec9000084","The Kreeger Museum","2401 Foxhall Road, NW","","Washington D.C.","","20007","","America/New_York","","","","-77.088787","38.92191","Partner Ext Id: more than one record found for external id field: [001M000000oimGEIAY, 001M000000ovZfzIAE]"
"53d937317261696f6a5e0100","53960e5b7622dde2700001b6","Location 2","Suite 102, Building A9-1 of 751 D•Park","No.4 of Jiuxianqiao Road ","Beijing","","100015","CN","Asia/Shanghai","+86 132.4082.1129","info@gallery-all.com","","116.498667","39.984944","Partner Ext Id: more than one record found for external id field: [001M000000ovZuMIAU, 001M000000oim5SIAQ]"
"53e102af7261692d77f70000","53bc3dc8776f724867140100","Primary Location","21 Vyner Street","","London","","E2 9DG","UK","Europe/London","+44 (0)20 8983 7700","info@hadacontemporary.com","","-0.055675","51.534516","Partner Ext Id: more than one record found for external id field: [001M000000ova1dIAA, 001M000000oimFrIAI]"
"53e365e672616956b25a0200","53d6993d776f722929390000","Primary Location","Strandgade 66","","Copenhagen","","DK-1401","DK","America/Chicago","+45 32543311","dv@editioncopenhagen.com","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ova0CIAQ, 001M000000oilvRIAQ]"
"53e3ca727261693b092f0100","53e3c8ec7261696141560100","Gwangju Biennale Hall","111, Biennale-ro","1004-4 Yongbong-dong","Gwangju","","550-845","KR","Asia/Seoul","","","","126.888201","35.184489","Partner Ext Id: more than one record found for external id field: [001M000000oimFSIAY, 001M000000ovaKgIAI]"
"51936a3be06fec2ff200007e","517af2e07c186521e50001b9","Location 4","Shibuya Hikarie 8F, 2-21-1 Shibuya, Shibuya-ku","","Tokyo","","1500002","JP","America/Chicago","+81-3-6434-1493","","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovZakIAE, 001M000000oilUKIAY]"
"53e62c1e72616915abcf0300","53d69925776f722929210000","Primary Location","Hudiksvallsgatan 8","","Stockholm","","113 30","SE","America/Chicago","+46 8 30 98 30","info@christianlarsen.se","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oim2VIAQ, 001M000000ova1tIAA]"
"53ebb8097261692d6e290200","53d9216e7261692481480000","Primary Location","530 West 25th Street #407","","New York","NY","10001","US","America/Chicago","718-387-0115","vanessa@gitanarosa.com","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovZyBIAU, 001M000000oilxnIAA]"
"528e851bb202a3b8c50000e0","527abad18b3b81f16c0000a1","Primary Location","2754 S. La Cienega Boulevard","","Los Angeles","California","90034","US","America/Los_Angeles","323-525-0053","director@edwardcella.com","323-525-0051","-118.3601109","34.062449","Partner Ext Id: more than one record found for external id field: [001M000000oimDrIAI, 001M000000ovZfnIAE]"
"50a56a28cc15aa161800011f","5069e2f6b37cf400020006d9","The Queen’s Gallery, Buckingham Palace","The Queen's Gallery, Buckingham Palace","","London","","SW1A 1AA","GB","Europe/London","","","","-0.142464","51.500155","Partner Ext Id: more than one record found for external id field: [001M000000oimB2IAI, 001M000000ovZYQIA2]"
"52fe1b2f8b3b81ffb10002a4","52f8f16f9c18db19cb000386","Primary Location","66 Grand Street","","New York","NY","10013","US","America/New_York","+13479186226","","","-74.003131","40.722254","Partner Ext Id: more than one record found for external id field: [001M000000ovZhyIAE, 001M000000oilSaIAI]"
"53f266937261694cbae00100","523b1f18ebad645d65000062","Primary Location","Rue Van Eyck 44 Van Eyck Street","","Brussels","","1000","BE","America/Chicago","+32 2 511 35 80","","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oilujIAA, 001M000000ovZzfIAE]"
"53f26dd57261692de15d0100","519057ec594609c5b600001e","Location 2","Rue de la Régence 67 Regentschapsstraat","","Brussels","","1000","BE","Europe/Brussels","+32 475 44 11 27","","","4.353524","50.838265","Partner Ext Id: more than one record found for external id field: [001M000000oilc3IAA, 001M000000ovZzjIAE]"
"53f314bc7261696fcc2e0200","53bc3808776f72484abe0000","Location 2","Calle Las Garzas s/n","","José Ignacio (Punta del Este)","","20000","UY","America/Chicago","","galeriamisiones@gmail.com","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovaCaIAI, 001M000000oilRyIAI]"
"52ebf3f17622dd9b47000087","52cc775aebad64e73f0000db","Primary Location","487 West 22nd Street","","New York","NY","10011","US","America/New_York","212 727 8585","mail@dillongallery.com","","-74.00421","40.747038","Partner Ext Id: more than one record found for external id field: [001M000000ovZhmIAE, 001M000000oilYgIAI]"
"514201bc4a250cb8ef0000a0","51420186ce7bba81bb00007d","Primary","730 Fifth Avenue","7th Floor","New York","NY","10019","US","America/Chicago","212 628 1600","info@benrimon.com","212 628 1636","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oilOhIAI, 001M000000ovZaCIAU]"
"53d757ff7261692301c60300","530d1098ebad64dfaa000323","Paris"," 8 bis rue Jacques Callot","","Paris","","75006","FR","Europe/Paris","+33 (0) 1 56 81 83 51","galerie@agnesmonplaisir.com","","2.337673","48.855277","Partner Ext Id: more than one record found for external id field: [001M000000ovZlEIAU, 001M000000oilPtIAI]"
"53f61d587261691c96d80200","4e1b556726e94b0001001930","Location 2","529 West 20th Street","2nd Floor","New York","NY","10011","US","America/New_York","1-212-366-6939","info@bitforms.com","","-74.006896","40.746631","Partner Ext Id: more than one record found for external id field: [001M000000ovZTZIA2, 001M000000oilaEIAQ]"
"53c7f8617261692cc9180100","52266faaebad64d4a6000330","Gallery","139 Eldridge St","","New York","NY","10002","US","America/New_York","212 255 9707","info@lmakprojects.com","212 255 9707","-73.991693","40.719202","Partner Ext Id: more than one record found for external id field: [001M000000ovZxbIAE, 001M000000oilIVIAY, 001M000000ova1GIAQ]"
"53fba0b77261696ae5430000","53fb9f8c7261697d865c0000","Gallery 1","Weihburggasse 26","","Vienna","","1010","Austria","Europe/Vienna","+43-1-904-2004","","","16.375724","48.205237","Foreign key external ID: 53fb9f8c7261697d865c0000 not found for field Partner_Ext_Id__c in entity Account"
"53d7b6397261692ce05a0100","53d7b46f726169159ace0500","Office","7-8-5-902, Roppongi, Minato-ku","","Tokyo","","106-0032 ","JP","America/Chicago","+81 3 5843 9128","info@kanakawanishi.com","","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000oilXgIAI, 001M000000ovZxCIAU]"
"53fd416e7261692da83d0200","52b7bddbebad6427d5000509","Location 2","Artspace@Helutrans, 39 Keppel Road, No. 01-05 Tanjong Pagar Distripark","","","","089065","SG","America/Chicago","+65 6221 1209","","+65 6221 1249","-100.445882","39.78373","Partner Ext Id: more than one record found for external id field: [001M000000ovZpLIAU, 001M000000oilRpIAI]"
"50295a485c1b3100020003f8","4dd165327568e5000100045d","Galerie Thomas Modern","Maximilianstrasse 25","","Munich","","80539","DE","Europe/Berlin","+49 89 29 000 80","info@galerie-thomas.de","+49 89 29 000 888","11.582899","48.138654","Partner Ext Id: more than one record found for external id field: [001M000000ovZUYIA2, 001M000000oilXOIAY]"
"537200f3275b24812f0005c4","520e2f19275b24695300016c","Primary Location","Rua Marquês de São Vicente, 431","Gávea","Rio de Janeiro","","","BR","America/Sao_Paulo","55 21 22745200","","","-43.226063","-22.974992","Partner Ext Id: more than one record found for external id field: [001M000000ovaUeIAI, 001M000000oildZIAQ]"
"53ff31347261692d69ab0000","53fca9ee7261692d8a200000","Primary Location","3-5 Swallow St ","","London","","W1B 4DE","GB","Europe/London","02074 344 319","","","-0.137434","51.509392","Partner Ext Id: more than one record found for external id field: [001M000000oiltiIAA, 001M000000ovZzxIAE]"
"4e4ae66fc43d4d0001005c58","4d8b92c44eb68a1b2c0004cb","555 West 24th Street","555 West 24th Street","","New York","NY","10011","US","America/New_York","+1 212 741 1111","newyork@gagosian.com","","-74.005898","40.749446","Partner Ext Id: more than one record found for external id field: [001M000000ovZTLIA2, 001M000000oilSiIAI]"
"51df5e4b8b3b81de4500002c","4d8b92c44eb68a1b2c0004cb","Britannia Street","6-24 Britannia Street","","London","","WC1X 9JD","GB","Europe/London","+44 207 841 9960","","","-0.118795","51.529735","Partner Ext Id: more than one record found for external id field: [001M000000ovZTLIA2, 001M000000oilSiIAI]"
"51df5ed6275b24991500002e","4d8b92c44eb68a1b2c0004cb","Rue de Ponthieu","4, rue de Ponthieu","","Paris","","75008","FR","Europe/Paris","+33 1 75 00 05 92","","","2.311424","48.870142","Partner Ext Id: more than one record found for external id field: [001M000000ovZTLIA2, 001M000000oilSiIAI]"
"51df5f57275b24c1da000016","4d8b92c44eb68a1b2c0004cb","Rome","Via Francesco Crispi 16","","Rome","","00187","IT","Europe/Rome","+39 06 4208 6498","","","12.485676","41.904029","Partner Ext Id: more than one record found for external id field: [001M000000ovZTLIA2, 001M000000oilSiIAI]"
"51e70db3275b24c24d00037a","4d8b92c44eb68a1b2c0004cb","Geneva","19 place de Longemalle","","Geneva","","1204","CH","Europe/Zurich","+41 22 319 36 19","","","6.150034","46.20272","Partner Ext Id: more than one record found for external id field: [001M000000ovZTLIA2, 001M000000oilSiIAI]"
