"ID","PARTNER_ID","NAME","ADDRESS","ADDRESS_2","CITY","STATE","POSTAL_CODE","COUNTRY","TIMEZONE","PHONE","EMAIL","FAX","LONGITUDE","LATITUDE","ERROR"
"54259fa37261693878d80100","54257b2372616977b2220000","Primary Location","1394 Route 83","Unit 3","Shekomeko Village, Pine Plains","NY","12567","United States","America/Chicago","518-771-3300","Rhonda Calvert   -  rcalvert@eckertfineart.com","","-100.445882","39.78373","Email: invalid email address: Rhonda Calvert   -  rcalvert@eckertfineart.com"
"54d3b7fb726169366a070000","54c0491b72616971bc340800","bd063332499a18c52e51a67b328cef82","Via Varese 14","","Milan","","20121","IT","Europe/Rome","","+ 39 338 799 1063","","9.184513","45.478684","Email: invalid email address: + 39 338 799 1063"
"54dbe6187261695cddce1400","54dbc9f17261692c36270700","51d22186745d2318db74db601dbd20c7","Charles B. Wang Center, Suite 302","Stony Brook University","Stony Brook","New York","11794","United States","America/New_York"," 631-632-6353  ","www.stonybrook.edu/wang","","-73.140943","40.925654","Email: invalid email address: www.stonybrook.edu/wang"
"545d00b6726169699d1f0600","54510531776f725250540000","Primary Location","8397 NE 2nd Ave","","Miami","Florida","33138","U.S.","","","jacqueline@billbradygallery.com ","","","","Foreign key external ID: 54510531776f725250540000 not found for field Partner_Ext_Id__c in entity Account"
"550739617261694b09d90100","550739137261697ca5d20100","d14b350ee57808a0508b5f5a44a6542b","190 Riverside Drive","","New York","NY","10024","USA","America/New_York","2196290526","mail@anninanoseigallery.com","","-73.976807","40.792762","Foreign key external ID: 550739137261697ca5d20100 not found for field Partner_Ext_Id__c in entity Account"
"551e92687261692999e50100","53188e1bebad643cc4000142","b2346fcd29542ce8cc8dc181051d88ad","Rue Bosquet 4","","Brussels","","1060","BE","Europe/Brussels","+32 494 62 43 13","gregory@dt-project.com : alex@dt-project.com","","4.356301","50.832882","Email: invalid email address: gregory@dt-project.com : alex@dt-project.com"
"54aeacf57261692572ee0a00","530d1007ebad64dfaa000168","5bb1ab78350135337346cadb290c29e2","C/ Claudio Coello 20 / Calle 81 # 11-41","Calle 81 # 11-41","Madrid - Bogotá","Cundinamarca","28001","ES","Europe/Madrid","(+34) 91 575 48 04","gfp@galeriafernandopradilla.es / info@galeriaelmuseo.com","","-4.003104","40.002803","Email: invalid email address: gfp@galeriafernandopradilla.es / info@galeriaelmuseo.com"
"54bf19267261692cd4190200","54b8d31a7261696fc8a80100","2d8df01c618e67438b8e4d570e8cb209","galerie nichido Fukuoka","New Otani Hotel 1F","1-1-2 Watanabe Dori, Chuo-ku","Fukuoka-city","810-0004","JP","Asia/Tokyo","+81 92-713-0440","galerie-f@nichido-garo.co.jp; ","+81 92-713-0441","139.239418","36.574844","Email: invalid email address: galerie-f@nichido-garo.co.jp;"
"4e3c7224de52c80005000e80","4ddaf8d0b8ba5e0001001e4a","Primary Location","23/25 Eastcastle Street ","","London ","","W1W 8DF ","United Kingdom","Europe/London","","","","-0.138846","51.51649","Foreign key external ID: 4ddaf8d0b8ba5e0001001e4a not found for field Partner_Ext_Id__c in entity Account"
"4e3c7225de52c800050010b8","4ddafae5b8ba5e0001001f2c","Primary Location","Apartment 6 ","49-59 Old Street","London ","","EC1 V 9HX ","United Kingdom","Europe/London","","","","-0.127647","51.507322","Foreign key external ID: 4ddafae5b8ba5e0001001f2c not found for field Partner_Ext_Id__c in entity Account"
"4e3c7227de52c800050013bc","4ddafc9f122f31000100054d","Primary Location","1 Sutton Lane","","London ","","EC1M 5PU","United Kingdom","Europe/London","","","","-0.127647","51.507322","Foreign key external ID: 4ddafc9f122f31000100054d not found for field Partner_Ext_Id__c in entity Account"
"4e3c7227de52c80005001527","4ddafd8ab8ba5e00010020b4","Primary Location","60 Great Marlborough Street  ","","London","","W1F 7BG ","United Kingdom","Europe/London","","","","-0.138566","51.514449","Foreign key external ID: 4ddafd8ab8ba5e00010020b4 not found for field Partner_Ext_Id__c in entity Account"
"4e3c722dde52c80005001c75","4de92f85f313440001001e7e","Primary Location","59 Wooster Street","","New York","NY","10012","United States","America/New_York","212 925 4338","","","-74.002122","40.723139","Foreign key external ID: 4de92f85f313440001001e7e not found for field Partner_Ext_Id__c in entity Account"
"500dd75dc0fde900020031fb","4fb9bc4f34c931000100055a","Primary Location","Linienstraße 161","","Berlin","","10115","Germany","Europe/Berlin","","","","13.395402","52.528057","Foreign key external ID: 4fb9bc4f34c931000100055a not found for field Partner_Ext_Id__c in entity Account"
"5013850be27a0c0002000da5","4f9b043072893800010009b3","Primary Location","Auguststraße 26","","Berlin","","D - 10117","Germany","Europe/Berlin","","","","13.38886","52.517036","Foreign key external ID: 4f9b043072893800010009b3 not found for field Partner_Ext_Id__c in entity Account"
"50138580f3d7a90002000cab","4f9b043072893800010009b3","Berlin Lab","Auguststraße 11 - 13","","Berlin","","D - 10117","Germany","Europe/Berlin","","","","13.38886","52.517036","Foreign key external ID: 4f9b043072893800010009b3 not found for field Partner_Ext_Id__c in entity Account"
"5015adf3c13b0c00020001d0","4fff1403f3af3f000100035e","Primary Location","628 Alamitos Avenue","","Long Beach","CA","90802","United States","America/Los_Angeles","(562) 437-1689","","","-118.180548","33.774428","Foreign key external ID: 4fff1403f3af3f000100035e not found for field Partner_Ext_Id__c in entity Account"
"5015be36a192f100020002bd","4fec15cd5c582400010016e4","Primary Location","02/32, Kamal Mansion, 2nd floor","Arthur Bunder Road, Colaba","Mumbai","Maharashtra","400 005","India","Asia/Kolkata","+ 91 22 2287 6211 / 5839","theguildart@yahoo.com, theguildart@gmail.com"," + 91 22 2287 6210","72.832711","18.95238","Email: invalid email address: theguildart@yahoo.com, theguildart@gmail.com"
"54ef40287261692b97190900","54d0ea27776f726390400000","1b23c222a0a30026f0cffe122ae89b9f","49 Albemarle Street","","London","","W1S4JR","GB","Europe/London","+44 207 499 1616","info@albemarlegallery.com | info@shineartists.com","","-0.127647","51.507322","Email: invalid email address: info@albemarlegallery.com | info@shineartists.com"
"50abd1956c773e3edb001bd7","50776cfdfdab6100020001cf","Location 1","145 Ave of the Americas 7th fl","","New York","NY","10013","USA","America/New_York","212-673-2660","info@parkettart.com","212-271-0704","-73.986581","40.730599","Foreign key external ID: 50776cfdfdab6100020001cf not found for field Partner_Ext_Id__c in entity Account"
"50d071b5bee057cd7a000513","50c555224822d31509000064","Primary Location","Mommsenstraße 34","","Berlin","","10629","Germany","Europe/Berlin","+49 30 31 99 13 0","office@galerie-schultz.de","+49 30 31 99 13 50","13.305605","52.503931","Foreign key external ID: 50c555224822d31509000064 not found for field Partner_Ext_Id__c in entity Account"
"50d079d87f9dd087e30004fb","50c555224822d31509000064","Location 2","798 Art Zone","No. 4 Jiuxianqiao Road, Chaoyang District","","","100015","","Asia/Shanghai","+86 10 64 31 91 81","info@schultzgallerybeijing.com","","116.504956","39.987234","Foreign key external ID: 50c555224822d31509000064 not found for field Partner_Ext_Id__c in entity Account"
"50d224096e23ab206c000d72","50c555234822d3150900006a","Location 1","8808 Melrose Avenue","","West Hollywood","California","90069","USA","America/Los_Angeles","310 276 8686","betinatasende@aol.com","310 276 8576","-118.385654","34.080698","Foreign key external ID: 50c555234822d3150900006a not found for field Partner_Ext_Id__c in entity Account"
"54fe1a947261696674dc0600","54fe169a7261690cf3380400","5a5a101d778afc5f0e9c9f091454f509","210 East 73rd St","","New York City","NY","10021","US","America/New_York","(203) 496-2885","peterfalk@comcast.net ","","-73.986581","40.730599","Foreign key external ID: 54fe169a7261690cf3380400 not found for field Partner_Ext_Id__c in entity Account"
"5511d1067261692ea3b71000","5511ce0b72616975b2870f00","66176076fc230898e7804696d72a68fe","207N Mt. Shasta Blvd","","Mount Shasta","CA","96057","USA","America/Los_Angeles","530 925 2987","amobugatti@gmail.com","","-122.311733","41.318764","Foreign key external ID: 5511ce0b72616975b2870f00 not found for field Partner_Ext_Id__c in entity Account"
"517aea9415e9c5e7190001db","517aea5e0367f639e10001b7","Fitzroy Location","108 - 110 Gertrude St","","Fitzroy","","3065","Australia","Australia/Melbourne","(+61) 03 9416 3956","","","144.977972","-37.805947","Foreign key external ID: 517aea5e0367f639e10001b7 not found for field Partner_Ext_Id__c in entity Account"
"551ab4b87261692b668d0800","54ff498f776f725aa6560100","09c0bf705f302735d4d9ef9bcb9a3aef","Englerupvej 62","Kirke Sonnerup","Kirke Saaby","","4060","US","America/Chicago","+45 29267433","www.stalke.dk","","-100.445882","39.78373","Email: invalid email address: www.stalke.dk"
"519344019c48a61d7f00004b","5153477b79393aa92f00011c","Primary Location","19-21, rue Chapon","(on courtyard)","PARIS","","75003","FRANCE","Europe/Paris","+33 (0)1 42 55 49 72","www.armelsoyer.com","","2.354887","48.863759","Email: invalid email address: www.armelsoyer.com"
"51cc8ab4275b241c91000097","51cc8a56275b24f870000061","Building 0","Room 102, Bldg 0, 50 Moganshan Road","","Shanghai","","","China 200060","Asia/Shanghai","","","","121.488892","31.225344","Foreign key external ID: 51cc8a56275b24f870000061 not found for field Partner_Ext_Id__c in entity Account"
"51d7160a8b3b81404a000168","51912375a0134c61300000b1","Primary Location","Rua do Patrocínio, 67 E","","Lisbon","","1350-229","Portugal","Europe/Lisbon","+351 21 8162032","","","-9.138006","38.713057","Foreign key external ID: 51912375a0134c61300000b1 not found for field Partner_Ext_Id__c in entity Account"
"51d7178c275b240a1f00014f","51d717658b3b81e795000122","Primary Location","Schleifmühlgasse 6-8, 2nd floor","","Vienna","","1040","Austria","Europe/Vienna","+43 1 586 02 37","art@galerieandreashuber.at","","16.372504","48.208354","Foreign key external ID: 51d717658b3b81e795000122 not found for field Partner_Ext_Id__c in entity Account"
"51d78242275b24c5a8000035","5191236da0134c613000005d","Primary Location","34 rue de Seine","","Paris","","75006","France","Europe/Paris","33 (0)1 46 34 05 84","","","2.336722","48.855324","Foreign key external ID: 5191236da0134c613000005d not found for field Partner_Ext_Id__c in entity Account"
"51d787998b3b818c77000074","5191236fa0134c6130000075","Primary Location","Heilwigstraße 64","","Hamburg","","20249","Germany","Europe/Berlin","+49 40 474746","","","9.995458","53.590595","Foreign key external ID: 5191236fa0134c6130000075 not found for field Partner_Ext_Id__c in entity Account"
"4e3c7225de52c80005000f3c","4ddaf9446ec77c0001000317","Primary Location","1st Floor, 47 Approach Road?","Bethnal Green","London ","","E2 9LY? ","United Kingdom","Europe/London","","","","-0.127647","51.507322","Foreign key external ID: 4ddaf9446ec77c0001000317 not found for field Partner_Ext_Id__c in entity Account"
"4e3c7227de52c800050015e8","4ddafdd06ec77c000100052d","Primary Location","50-58 Vyner Street","","London","","E2 9DQ","United Kingdom","Europe/London","","","","-0.055675","51.534516","Foreign key external ID: 4ddafdd06ec77c000100052d not found for field Partner_Ext_Id__c in entity Account"
"4e3c7253de52c8000500684a","4dea9ee2f3e4e6000100819c","Primary Location","Rue de Seine 34","","Paris","","75006","France","Europe/Paris","","","","2.336722","48.855324","Foreign key external ID: 4dea9ee2f3e4e6000100819c not found for field Partner_Ext_Id__c in entity Account"
"51dd6acd275b249b8b000288","51dd6a48275b24c9d400029c","Brussels","20 RUE DE L’ABBAYE ABDIJSTRAAT","","BRUSSELS","","B-1050","Belgium","Europe/Brussels","+32 (0)2 648 56 84","","","4.373467","50.838232","Foreign key external ID: 51dd6a48275b24c9d400029c not found for field Partner_Ext_Id__c in entity Account"
"51df295d275b24d4280001fd","509bcf1b661727c4f200002c","Primary Location","3841 NE 2nd Avenue, Suite 400","","Miami","Florida","33137","","America/New_York","+1 305 572 0866","","","-80.193659","25.774266","Foreign key external ID: 509bcf1b661727c4f200002c not found for field Partner_Ext_Id__c in entity Account"
"51e05e908b3b81abfe000309","515bfbb31b12b0e668002a64","Ljubljana","Kolodvorska 6","","Ljubljana","","SI 1000","Slovenia","Europe/Ljubljana","386 1 430 49 29","","","14.5023","46.081387","Foreign key external ID: 515bfbb31b12b0e668002a64 not found for field Partner_Ext_Id__c in entity Account"
"51e060ef275b240747000393","519be0978b3b8159b8000284","Primary location","Colima 55","Roma norte","Mexico City","","06700","Mexico","America/Mexico_City","52 55 4754 3546","","","-99.164253","19.41893","Foreign key external ID: 519be0978b3b8159b8000284 not found for field Partner_Ext_Id__c in entity Account"
"51e06c3d275b24fe1d000479","51912368a0134c6130000029","Primary Location","45 E 78th St","","New York","New York","10075","","America/New_York","212 861 0020","","","-73.96201","40.775638","Foreign key external ID: 51912368a0134c6130000029 not found for field Partner_Ext_Id__c in entity Account"
"524493a77622ddb9e7000049","5242ed68b504f50afc000005","Primary Location","Arealstrasse 6","","Emmenbrücke-Lucerne","","CH-6020","Switzerland","Europe/Zurich","+41 41 982 08 80","","","8.27505","47.076158","Foreign key external ID: 5242ed68b504f50afc000005 not found for field Partner_Ext_Id__c in entity Account"
"4f1453dde79a75000100005f","4f1453aff5b3e0000100004e","Chelsea ","509 West 24th Street","","New York","NY","10011","United States","America/New_York","212-680-9889","--","","-74.00424","40.748839","Email: invalid email address: --"
"500dd806b5376b0002002d42","4fb9bc4f34c931000100055a","Kicken II","Linienstraße 155","","Berlin","","10115","Germany","Europe/Berlin","","","","13.393997","52.527676","Foreign key external ID: 4fb9bc4f34c931000100055a not found for field Partner_Ext_Id__c in entity Account"
"5013856232699b0002000f40","4f9b043072893800010009b3","Leipzig Location","Spinnereistraße 7","Halle 5","Leipzig","","D - 04179","Germany","Europe/Berlin","","","","12.381055","51.339183","Foreign key external ID: 4f9b043072893800010009b3 not found for field Partner_Ext_Id__c in entity Account"
"524ec61ec9dc2492f8000009","52324cda8b3b81f4f900059d","Primary Location","1 Baldwin Street","","London","","EC1V 9NU","UK","Europe/London","+44 (0)20 7502 9078","info@beerscontemporary.com","","-0.089067","51.526853","Foreign key external ID: 52324cda8b3b81f4f900059d not found for field Partner_Ext_Id__c in entity Account"
"525d6eec7622dd15d500013f","525d6e7f7622dd6eb000016a","Museum of Contemporary Photography","Columbia College Chicago","600 South Michigan Avenue","Chicago","IL","60605","","America/Chicago","(312) 663-5554","","","-87.624791","41.87424","Foreign key external ID: 525d6e7f7622dd6eb000016a not found for field Partner_Ext_Id__c in entity Account"
"50a79279de4b0962f6000482","50776cf6fdab610002000170","Primary Location","79 rue du Temple","","Paris","","75003","France","Europe/Paris","0033143261205","info@jgmgalerie.com","0033146334483","2.356192","48.861369","Foreign key external ID: 50776cf6fdab610002000170 not found for field Partner_Ext_Id__c in entity Account"
"52793e53139b210a370000f0","5278c1319c18dbaacd000594","Primary Location","38 rue de Seine","","Paris","","75006 ","France","Europe/Paris","+33 1 45 26 01 35","gallery@helenebailly.com","","2.336744","48.855161","Foreign key external ID: 5278c1319c18dbaacd000594 not found for field Partner_Ext_Id__c in entity Account"
"52793e83a09a6771410000f8","5278c1319c18dbaacd000594","Location 3","25, quai Voltaire","","Paris","","75007","France","Europe/Paris","+33 1 42 60 36 47","gallery@helenebailly.com","","2.352133","48.856506","Foreign key external ID: 5278c1319c18dbaacd000594 not found for field Partner_Ext_Id__c in entity Account"
"52e9671c275b24789700016f","52e96691c9dc247f71000163","Varnish Fine Art","16 Jessie St","","San Francisco","CA","94105","USA","America/Los_Angeles","(415) 433-4400","","","-122.398592","37.790004","Foreign key external ID: 52e96691c9dc247f71000163 not found for field Partner_Ext_Id__c in entity Account"
"528f2ffcb202a3ef7d00015f","5271519d221393626100001f","Primary Location","Aachener Straße 65","","Cologne","","50674 ","Germany","Europe/Berlin","0049 221 27056840","info@figgevonrosen.com","0049 221 27056849","6.931969","50.936393","Foreign key external ID: 5271519d221393626100001f not found for field Partner_Ext_Id__c in entity Account"
"52f523cd9c18db31580002cc","52f523419c18db31580002c4","Anderson's Contemporary","Amager Strandvej 50, 2300","","Copenhagen","","","Denmark","Europe/Copenhagen","","","","12.62756","55.666291","Foreign key external ID: 52f523419c18db31580002c4 not found for field Partner_Ext_Id__c in entity Account"
"52fe3ad1275b24d037000325","52d6def0ebad647dd900029f","Primary Location","Auguststraße 20","","","","10117","Germany","Europe/Berlin","+ 49 (0)30 28 59 96 52","staff (at) dna-galerie.de","+ 49 (0)30 28 59 96 54","13.39604","52.526758","Email: invalid email address: staff (at) dna-galerie.de"
"50a7676ae8d967e24b00041d","4ddafb548eca4600010001dd","Primary Location","30, rue Beaubourg ","","Paris","","75003","France","Europe/Paris","+33 1 42 72 14 10","info@danieltemplon.com","+33 1 42 77 45 36","2.354066","48.86204","Foreign key external ID: 4ddafb548eca4600010001dd not found for field Partner_Ext_Id__c in entity Account"
"50abd1556a7c85eaed001a53","50776cfdfdab6100020001cf","Primary Location","Quellenstrasse 27","","Zurich","","8031","Switzerland","Europe/Zurich","+41-44-271 81 40","info@parkettart.com","+41-44-272 43 01","8.540443","47.368559","Foreign key external ID: 50776cfdfdab6100020001cf not found for field Partner_Ext_Id__c in entity Account"
"50d079787f9dd087e30004f6","50c555224822d31509000064","Location 1","301 Nature Poem","Chungdam-Dong, Gangnam-Gu","Seoul  ","","118-17","Korea","Asia/Seoul","+82 25 46 79 55","officeseoul@schultzgallery.co.kr","+82 25 46 79 57","127.07221","37.28174","Foreign key external ID: 50c555224822d31509000064 not found for field Partner_Ext_Id__c in entity Account"
"50d223c0127230819700107d","50c555234822d3150900006a","Primary Location","820 Prospect Street","","La Jolla","California","92037","USA","America/Los_Angeles","858 454 3691","tasende@aol.com","858 454 0589","-117.27661","32.845609","Foreign key external ID: 50c555234822d3150900006a not found for field Partner_Ext_Id__c in entity Account"
"50f727231e99eeb75f00091b","50eee2387d8dbdf87e0001b2","Primary Location","235 Bowery","","New York","NY","10002","USA","America/New_York","212-219-1222","store@newmuseum.org","212-432-5328","-73.986581","40.730599","Foreign key external ID: 50eee2387d8dbdf87e0001b2 not found for field Partner_Ext_Id__c in entity Account"
"5345c5d8275b241cfc00002c","5345aba81a1e86fb87000042","Primary Location","153 1/2 Stanton Street","","New York","New York","10002","United States","America/New_York","617 678 4440","info@kaimatsumiya.com","","-73.985107","40.720245","Foreign key external ID: 5345aba81a1e86fb87000042 not found for field Partner_Ext_Id__c in entity Account"
"4e3c7237de52c80005003069","4df0efae73d4420001005632","Primary Location","Bleibtreustraße 45","","Berlin","","D-10623","Germany","Europe/Berlin","","","","13.38886","52.517036","Foreign key external ID: 4df0efae73d4420001005632 not found for field Partner_Ext_Id__c in entity Account"
"53ac7d18726169673d720000","53ac7af9726169224f6d0000","Less is More Projects","5 rue du Dahomey","","Paris","","75011","France","Europe/Paris","+ 33 (0)6 74 15 43 94","","","2.38287","48.851218","Foreign key external ID: 53ac7af9726169224f6d0000 not found for field Partner_Ext_Id__c in entity Account"
"5195606b642ca4157d00002b","517b198314f1318c23000046","Primary","","","Bangalore","","","India","Asia/Kolkata","","","","77.5914","12.979074","Foreign key external ID: 517b198314f1318c23000046 not found for field Partner_Ext_Id__c in entity Account"
"51cc8a738b3b8165010000aa","51cc8a56275b24f870000061","Primary Location","F2, Bldg 1, 50 Moganshan Road","","Shanghai","","","China 200060","Asia/Shanghai","","","","121.488892","31.225344","Foreign key external ID: 51cc8a56275b24f870000061 not found for field Partner_Ext_Id__c in entity Account"
"54c69ab67261692b58b90100","54c04bf07261696de9270800","2dc6bec6e91bff003419dc52e9b28217","blvd interlomas 14 - 403 lomas anahuac","","mexico ","","52786","MX","America/Mexico_City","5290 78 70 / 20 27 / 21 11","sohoarquitectos@gmail,com","","-99.024202","19.355033","Email: invalid email address: sohoarquitectos@gmail,com"
"54c73c267261693301b81700","54c73ad57261692c690b1900","f402de9217223384ad3893ae9d228dcc","2/1 Hindusthan Road, Gariahat","","Kolkata","West Bengal","700029","India","Asia/Kolkata","","","","88.3463","22.568746","Foreign key external ID: 54c73ad57261692c690b1900 not found for field Partner_Ext_Id__c in entity Account"
"50d1fbd7c23bfd9d130008be","50d1fb94bb760a3cbb0008b8","Primary","C/Quart-Carrasquer, 33B","","Valencia","","46001","Spain","Europe/Madrid","+34 96 392 23 99","info@espaivisor.com / galeriavisor@telefonica.net","","-0.375951","39.469901","Email: invalid email address: info@espaivisor.com / galeriavisor@telefonica.net"
"54e36dd3726169584d0a0900","54e3692d7261691fa6b30800","be71179bbaf2f3b18d125c764240e7a7","122 North 3rd Street","","Philadelphia","PA","19106","USA","America/New_York","(215) 592-0232","","","-75.145204","39.952799","Foreign key external ID: 54e3692d7261691fa6b30800 not found for field Partner_Ext_Id__c in entity Account"
"54ff3d3a7261692b2b191000","54de488c72616936eabd0000","70bb83537b74548208dbaa6a1a6d4507","1107 Greenacre Ave","","Los Angeles","","90046","US","America/Los_Angeles","","","","-118.34915","34.091254","Foreign key external ID: 54de488c72616936eabd0000 not found for field Partner_Ext_Id__c in entity Account"
"51d7088c275b240a1f0000d3","51d7085d8b3b8157f10000c3","Primary Location","F-320, Lado Sarai","","New Delhi","","110030","India","Asia/Kolkata","+91 11 46130637","","","77.215956","28.613897","Foreign key external ID: 51d7085d8b3b8157f10000c3 not found for field Partner_Ext_Id__c in entity Account"
"51d712b78b3b81fbbf0000db","5191236ba0134c6130000049","Primary Location","R. Fradique Coutinho","1500 - Pinheiros","São Paulo","","05416-001","Brazil","America/Sao_Paulo","+55 11 3032-7066","","","-49.023235","-21.954981","Foreign key external ID: 5191236ba0134c6130000049 not found for field Partner_Ext_Id__c in entity Account"
"51d78b038b3b8131ec000057","51d78ad38b3b816cc2000070","Primary location","Via degli Orti D'Alibert, 1","","Rome","","00165","Italy","Europe/Rome","+39 06 6889 2980","","","12.483072","41.893344","Foreign key external ID: 51d78ad38b3b816cc2000070 not found for field Partner_Ext_Id__c in entity Account"
"51da154e275b24d3e2000021","51da15338b3b81f3cf00002c","Primary Location","518 W 19th St","","New York","New York","10011","","America/New_York","212.967.8040","","","-74.006483","40.745358","Foreign key external ID: 51da15338b3b81f3cf00002c not found for field Partner_Ext_Id__c in entity Account"
"51da19ac8b3b819ddc00003f","51da1990275b24d92c000023","Primary Location","812 N Robertson Blvd","","Los Angeles","California","90069","","America/Los_Angeles","(310) 273-0603","","","-118.385813","34.084655","Foreign key external ID: 51da1990275b24d92c000023 not found for field Partner_Ext_Id__c in entity Account"
"5548c33572616924ed0d0600","52b7bde8ebad6427d5000539","8dd020e383e07fbc638ad988b9b49bb2","167 DLF South Court","Saket","New Delhi","Delhi","110017","IN","America/Chicago","+91 11 41408009, +91 11 41408010","info@sanchitart.in, newdelhi@sanchitart.in","","-100.445882","39.78373","Email: invalid email address: info@sanchitart.in, newdelhi@sanchitart.in"
"51dad0ac275b2491b7000119","51dad092275b24d92c000123","Primary Location","14 Wharf Rd","","London","","N1 7RW","United Kingdom","Europe/London","+44 20 7490 7373","","","-0.095503","51.530716","Foreign key external ID: 51dad092275b24d92c000123 not found for field Partner_Ext_Id__c in entity Account"
"51daeab28b3b819ddc00023e","51912365a0134c6130000009","Primary location","2831A Mission Street","","San Francisco","California","94110","","America/Los_Angeles","+1 (415) 821-3371","","","-122.481084","37.689933","Foreign key external ID: 51912365a0134c6130000009 not found for field Partner_Ext_Id__c in entity Account"
"554e90a472616901b5c70b00","5530497a776f723603cb0300","3353c0031c61fe8b6e9af33fc47a52e4","2nd Floor, 17 Clifford St","","London","","W1S 3RQ","GB","America/Chicago","+44 (0)20 3239 9883","contact@skipwiths.com","","-100.445882","39.78373","Foreign key external ID: 5530497a776f723603cb0300 not found for field Partner_Ext_Id__c in entity Account"
"5564d3ff7261692b7f020200","5564d30f7261692b0c660000","892fca8e4b81f220bbb9ef63d8d5a9f8","401 Broadway","","","","","","America/Los_Angeles","","","","-117.160935","32.715614","Foreign key external ID: 5564d30f7261692b0c660000 not found for field Partner_Ext_Id__c in entity Account"
"51dd6a678b3b811b820002d4","51dd6a48275b24c9d400029c","Paris","64 RUE DE TURENNE ","","PARIS","","F-75003","France","Europe/Paris","+33 (0)1 45 83 71 90","","","2.352133","48.856506","Foreign key external ID: 51dd6a48275b24c9d400029c not found for field Partner_Ext_Id__c in entity Account"
"51e05e6a275b2482050002ee","515bfbb31b12b0e668002a64","Primary Location - Berlin","Lindenstrasse 35","","Berlin","","D 10969","Germany","Europe/Berlin","49 30 259 346 51","","","13.38886","52.517036","Foreign key external ID: 515bfbb31b12b0e668002a64 not found for field Partner_Ext_Id__c in entity Account"
