"ID","ID","PARTNER_ID","NAME","ADDRESS","ADDRESS_2","CITY","STATE","POSTAL_CODE","COUNTRY","TIMEZONE","PHONE","EMAIL","FAX","LONGITUDE","LATITUDE","STATUS"
"a0WM0000005j8j0MAA","5124232076fa9f951800066b","512422ac819688e3f2000666","Archives of American Art","PO Box 37012","Victor Building, Suite 2200, MRC 937","Washington ","DC","20013-7012","","America/New_York","202-633-7940","","","-77.036646","38.894955","Item Updated"
"a0WM0000005j8j1MAA","517b1cf67c186576cd000232","517b1ccb15e9c5e719000272","Beijing Location","P. O. Box 8503, 798 Art Zone","No.4 Jiuxianqiao Road, Chaoyang District","Beijing","","100015","China","America/Chicago","+86 10 8456 2862","info@beijingcommune.com","","-100.445882","39.78373","Item Updated"
"a0WM0000005j8j2MAA","518bc689dd4436f0a000001d","516da6a29ad2d3378a000211","Primary Location","Alison Jacques Gallery","16-18 Berners St.","London","","W1T 3LN","UK","Europe/London","+44 (0)20 7631 4720","info@alisonjacquesgallery.com","+44 (0)20 7631 4750","-0.127647","51.507322","Item Updated"
"a0WM0000005j8j3MAA","526e6eff275b24ffe5000dfe","52276830ebad644079000243","Pari Nadimi"," info@parinadimigallery.com","","","","","","","","","","","","Item Updated"
"a0WM0000005j8j4MAA","519489fc1618484a8a000076","517af7207c186576cd0001e4","Primary Location","6-1-23 Yanaka ","Taito-ku","Tokyo ","","110-0001","JP","Asia/Tokyo","+81-(0)3-3821-1144","info@scaithebathhouse.com","+81-(0)3-3821-3553","139.510395","35.690041","Item Updated"
"a0WM0000005j8j5MAA","51956377d8a48f784d000029","5192386c96603b4b3e000054","Primary","Art? Sanat Üretim, Hiz. ve Tic. Ltd. ?ti.","Abdi ?pekci Cad. Ka??kç?o?lu Apt. No:42 D.2","Ni?anta??, Istanbul","","","Turkey","Europe/Istanbul","+90 212 291 77 84","","","28.991696","41.051686","Item Updated"
"a0WM0000005j8j6MAA","519560ca642ca4157d00002d","517aefa70367f639e10001cb","Osage Kwun Tong","5/F, Kian Dai Industrial Building","73-75 Hung To Road, Kwun Tong","Kowloon, Hong Kong","","","Republic of China","Asia/Taipei","(852) 2793-4817","","","120.982018","23.973937","Item Updated"
"a0WM0000005j8j7MAA","52447fd59c18dbdd360001d4","52447f7d7622dd411e000200","Primary Location","Abdi ?pekçi Cad. Lalezar Apt. (Kat: 2) No: 49/8 ","Te?vikiye"," Istanbul","","","Turkey","Europe/Istanbul","+ 90 (212) 291 37 91","gallery@caglacabaoglu.com","","28.965165","41.009633","Item Updated"
"a0WM0000005j8j8MAA","52b0bec2a09a67d650000108","52b07288c9dc240769000036","Singapore Art Museum","71 Bras Basah Road","","","","189555","Singapore","Asia/Singapore","","","","103.851069","1.297321","Item Updated"
"a0WM0000005j8j9MAA","540b65dd726169415cb50700","540b65237261690b0ffd0700","RuArts","1 Zachatievskiy Street","","Moscow","","10","Russia","Europe/Moscow","","","","37.618704","55.751634","Item Updated"
"a0WM0000005j8jAMAQ","5412a9107261691f712c0700","530d1098ebad64dfaa000323","Location 2","40 rue Mazarine","","Paris","","75006","France","Europe/Paris","","","","2.337968","48.854769","Item Updated"
"a0WM0000005j8jBMAQ","541b8ccc72616929ef0d0200","53dc1d77776f725611800000","Primary Location","5595 St. Laurent","","Montreal","","H2T 1S9","Canada","America/Toronto","+15149448442","info@saohouse.com","","-73.591283","45.522451","Item Updated"
"a0WM0000005j8jCMAQ","54382ce472616956e43d0000","5331f740139b2111d40001df","Location 3","Bosmanslei 30","","Antwerp","","2018","Belgium","Europe/Brussels","","","","4.402434","51.195333","Item Updated"
"a0WM0000005j8jDMAQ","543ebc0772616955d7b00000","54242fb8776f7225fbec0000","Gallery","via Burlamacchi, 1","","Milan","","20135","Italy","Europe/Rome","","","","9.190537","45.466797","Item Updated"
"a0WM0000005j8jEMAQ","5458e61f7261696efe6a0700","542034ce776f7264cc560000","Location 3","By Appointment","","Washington","","","U.S.A ","Asia/Hong_Kong","","","","114.042688","22.31286","Item Updated"
"a0WM0000005j8jFMAQ","5461fceb7261691a02191300","5429a971776f7256609f0200","Location 2","Henningsen Gallery","","","","","","","","","","","","Item Updated"
"a0WM0000005j8jGMAQ","546b800f726169526c5d0000","546b7f7872616968f8580000","Gallery","123 East 75th Street","","New York","NY","10021","USA","America/New_York","","","","-73.960973","40.772565","Item Updated"
"a0WM0000005j8jHMAQ","54b6a1e47261692c67c60000","54b6a1877261692c6dc40000","Gallery","21 Bruton Street","","London","","W1J 6QD","UK","Europe/London","","","","-0.145576","51.510231","Item Updated"
"a0WM0000005j8jIMAQ","5249948e7622dde954000a21","504a229f8d00490002000166","SFMOMA","151 Third Street","","San Francisco","CA","94103","US","America/Los_Angeles","","","","-122.41927","37.779277","Item Updated"
"a0WM0000005j8jJMAQ","50eee499f7f2be981a0001d9","50e748092d4f8a7650000192","The Andy Warhol Museum","117 Sandusky Street","","Pittsburgh","PA","15212","USA","America/New_York","(412) 237-8360","moorep@warhol.org","(412) 237-8340","-80.002221","40.448105","Item Updated"
"a0WM0000005j8jKMAQ","525da458a09a6712e20002a8","52533821ebad64dcac0000c7","Primary Location","402 Avenue Constitución","","San Juan ","Puerto Rico ","00906","US","America/Puerto_Rico","787-998-9622 | 787-627-5797","info@walterotero.com","","-66.094967","18.465086","Item Updated"
"a0WM0000005j8jLMAQ","526e982e9c18db9b1d000c91","52533818ebad64dcac000077","Primary Location","Fernando VI, 17 - 2º Izq","","","","","","","","","","","","Item Updated"
"a0WM0000005j8jMMAQ","529c7651cd530edfab0003b3","527a1c879c18db3f510001b7","Primary Location","56 - 57 Eastcastle Street ","","London ","","W1W 8EQ","United Kingdom ","Europe/London","+44 (0)20 7323 6111","info@carrollfletcher.com","+44 (0)20 7323 6110","-0.138846","51.51649","Item Updated"
"a0WM0000005j8krMAA","538e2299139b214fa2000003","524ab7b28b3b81463c000f81","Location 2","Location 2","","","","","","America/New_York","","","","-79.637006","39.213994","Item Updated"
"a0WM0000005j8ksMAA","4e3c7256de52c80005007c45","4e2f16d0b533c50001000e4e","Primary Location","55-59 Chrystie Street","Ground Floor, Suite #R106","New York ","New York","10002","United States","America/New_York","212-243-2663","info@hortongallery.com","","-73.993828","40.718145","Item Updated"
"a0WM0000005j8ktMAA","4e53d84d7218cf00010038b8","4e53d7d7eee9eb0001003dc1","Meredith Ward Fine Art","44 East 74th Street ","Suite G ","New York","New York","10021","United States","America/Chicago","212-744-7306","info@meredithwardfineart.com","212-744-7308","-87.200805","30.83852","Item Updated"
"a0WM0000005j8kuMAA","4ed003842a2d3c000100076d","4ed002d5cd1f2a000100034e","Primary Location","Via d'Azeglio, 15","","Bologna","","40123","Italy","Europe/Rome","+39 051 235843 / +39 051 2914686 / +39 051 2914700","info@maggioregam.com","+39 051 222716","11.343035","44.493671","Item Updated"
"a0WM0000005j8kvMAA","4f286fd7aa1f1600010001d9","4f286f8c420eea00010001bd","Carolina Nitsch Contemporary Art","101 Wooster Street ","","New York","New York","10012","United States","America/Chicago","(212) 463-0610","info@carolinanitsch.com","","-87.200805","30.83852","Item Updated"
"a0WM0000005j8kwMAA","53db5c49726169168e9b0100","53558730ebad64fadb00001c","Primary Location","Faistauergasse 12","","Salzburg","","5020","Austria","Europe/Vienna","","","","13.057942","47.802843","Item Updated"
"a0WM0000005j8kxMAA","543ceffc7261692e9d1a0200","542034ce776f7264cc560000","Location 2","By Appoinment","","Monmouthshire","","","U.K","Europe/London","","","","-2.833333","51.750106","Item Updated"
"a0WM0000005j8kyMAA","50ab02f830cda69ce4000946","50776cf5fdab610002000160","Primary Location","319-1 East End Art Zone A ","Caochangdi Village Chaoyang Dst","Beijing","","100015","China","Asia/Shanghai","+86 10 6432 0091 ","info@platformchina.org","","116.391349","39.905909","Item Updated"
"a0WM0000005j8kzMAA","4eea44378c55b3000100132e","4eea441bf084e80001001690","Rhona Hoffman Gallery","118 North Peoria Street","","Chicago","Illinois","60607","United States","America/Chicago","3124551990","contact@rhoffmangallery.com","312-455-1727","-87.650099","41.883829","Item Updated"
"a0WM0000005j8l0MAA","50aa2eaefcdc3dc1eb0006ca","50776cfffdab6100020001ea","Primary Location","16, Community Centre ","New Friends Colony","NEW DELHI ","NEW DELHI ","110025 ","INDIA ","Asia/Kolkata","+91-11-26922947","art@galleryespace.com","+91-11-41628057","77.215956","28.613897","Item Updated"
"a0WM0000005j8l1MAA","50b903b210105b0e04001433","50abcb3025e77810fd00003d","Primary Location","HackelBury Fine Art","4 Launceston Place","London","","W8 5RL","United Kingdom","Europe/London","0044 (0)20 7937 8688","gallery@hackelbury.co.uk","0044 (0)20 7937 8868","-0.127647","51.507322","Item Updated"
"a0WM0000005j8l2MAA","51520a23bc1be1d53d000215","515209be019fe458d30000ba","Blanton Museum of Art , The University of Texas at Austin","200 East MLK Blvd.","","Austin","Texas","78712","US","America/Chicago","","","","-100.445882","39.78373","Item Updated"
"a0WM0000005j8l3MAA","5184ffdc93af1f23ab00006a","516d9a34ed1712118a0000f5","Primary Location","Lane 49, Building 3, Fuxing Xi Road","Xuhui District","Shanghai","","200031","China","Asia/Shanghai","+86-21-34611245   ","info@leoxuprojects.com","+86-21-34612450","121.488892","31.225344","Item Updated"
"a0WM0000005j8l4MAA","51db08bc275b24d92c000245","518cfb0ae0835f46fd000096","Lincoln Park","","","","","","","","","","","","","Item Updated"
"a0WM0000005j8l5MAA","528d31998b3b81c38f0003f3","50776cfdfdab6100020001d1","Location 4","","","","","","","","","","","","","Item Updated"
"a0WM0000005j8l6MAA","51ce030e8b3b81f67700006c","516d9985b31e2b4f9e00001b","Primary Location","274 East 1st Avenue","","Van­cou­ver, British Colum­bia","","","V5T 1A6 Canada","","+1 604-736-1554","","","","","Item Updated"
"a0WM0000005j8l7MAA","5210776b139b213e54000381","520e2e79139b216bcf00015a","Athena Contemporânea","Av. Atlântica, 4240 - 210 | 211","Shopping Cassino Atlântico, Copacabana","Rio de Janeiro","RJ","22070-900","Brasil","America/Sao_Paulo","+55 21 2513-0239","","","-43.209373","-22.911014","Item Updated"
"a0WM0000005j8l8MAA","53bb262f7261692cdce30d00","5373aa46275b24243b000915","Location 2","","","","","","","","","","","","","Item Updated"
"a0WM0000005j8l9MAA","5163e7b4e6222a52c1000033","4dd165327568e5000100045d","Location 3","Project Space","Tuerkenstrasse 16","Munich","","80333","Germany","Europe/Berlin","","","","11.57374","48.14661","Item Updated"
"a0WM0000005j8lAMAQ","540d54867261692aab6b0200","540d45bb72616939c75f0300","Al Qoz Gallery","","","Dubai","","","UAE","Europe/Kiev","","","","31.271832","49.487197","Item Updated"
"a0WM0000005j8lBMAQ","541363e87261692d63f40400","540ba720726169112e560900","Primary Location","49 Geary Street","5th Floor","San Francisco","CA","94108","","America/Los_Angeles","415-421-0122","","","-122.404237","37.787784","Item Updated"
"a0WM0000005j8lCMAQ","54299fbf7261692ce8d00100","54299e8e7261692cccdc0600","Honey Ramka","56 Bogart Street","","Brooklyn","NY","11206","","America/New_York","","","","-73.933173","40.705865","Item Updated"
"a0WM0000005j8lDMAQ","543d25d77261692ce1790000","541313b7776f72798e940000","Primary Location","18 Park Walk","","London","","SW10 0AQ","England","Europe/London","","","","-0.177498","51.484004","Item Updated"
"a0WM0000005j8lEMAQ","544a5c1672616935730d0300","543d49947261692e9ded0500","Primary Location","17 Towne Farm Lane","","Stowe","VT","05672","","America/New_York","","","","-72.70178","44.474759","Item Updated"
"a0WM0000005j8lFMAQ","546128347261692ddedf0300","5425e778726169504c830300","Location 4","212Gallery","525 East Cooper Avenue ","Aspen","CO","81611","US","America/Denver","","","","-106.858854","39.218332","Item Updated"
"a0WM0000005j8lGMAQ","5462b6fa7261691f1b4c0400","5460b46572616926f12f0b00","c76965f16c9a4a5a60011853e5b49d3c","20 Clerkenwell Green","","London","","EC1R 0DP","GB","Europe/London","","","","-0.105268","51.523007","Item Updated"
"a0WM0000005j8lHMAQ","538891579c18db905f0001b8","52a605df9c18db2bf7000005","Location 3","The Surf Lodge","183 Edgemere Street","Montauk","NY","11954","USA","America/New_York","","","","-71.950611","41.044177","Item Updated"
"a0WM0000005j8lIMAQ","54f8b8627261694398663500","54f8b5c07261692cd8ac0100","e0c83fb0ef16ba31b22c14bbb6b1e90e","Hong Kong vault","","","","","","","","","","","","Item Updated"
"a0WM0000005j8lJMAQ","5512e92e7261694d9b170200","5511d4127261692f194c1200","250ec508196dbd413c52f6c3663ea3c7","66 Willow Avenue","","Hoboken","New Jersey","07030","US","America/New_York","","contact@proto-gallery.com","","-74.034875","40.737111","Item Updated"
"a0WM0000005j8lKMAQ","52570f1ec9dc248b00000380","5069e2c4b37cf400020006d4","Corcoran Gallery of Art","500 Seventeenth Street NW","","Washington","D.C.","20006","","","","","","","","Item Updated"
"a0WM0000005j8lLMAQ","525fe1c2b202a37d4f0003db","5242ed6cb504f50afc000021","Primary Location","Windowist Tower, 17th Floor. Eski Büyükdere Cad. No: 26 Maslak","","Istanbul","","34467","TURKEY","Europe/Istanbul","+90 212 999 39 90","galeri@artnext.org","","28.965165","41.009633","Item Updated"
"a0WM0000005j8lMMAQ","52936104cd530e0ef5000953","51905a9ee32bc84d50000024","Primary Location","Rua das Acácias, 104 Gávea","","Rio de Janeiro","RJ","22451-060","Brazil","America/Sao_Paulo","+55 21 2521-0426","galeria@silviacintra.com.br","+55 21 2521-0426","-43.209373","-22.911014","Item Updated"
"a0WM0000005j8lNMAQ","52449812275b243407000050","5242ed6cb504f50afc000025","Primary Location","Sair Nedim Caddesi No: 4 Akaretler 34307","Besiktas","Istanbul","","","Turkey","Europe/Istanbul","+90 212 259 15 43","info@artonistanbul.com","+90 212 259 15 56","28.965165","41.009633","Item Updated"
"a0WM0000005j8jNMAQ","5244bb0c275b248277000145","5242ed80b504f50afc0000b5","Primary Location","Abdi ?pekçi Cad.  Ada Apt. No:22/8 K:2","Ni?anta??","Istanbul","","","Turkey","Europe/Istanbul","+90 212 240 44 48","kare@kareartgallery.com","+90  212 219 77 19","28.965165","41.009633","Item Updated"
"a0WM0000005j8jOMAQ","5262b203c9dc2451a100007b","52533814ebad64dcac000053","Primary Location","Av Nueva de Lyon 19, depto. 21, Providencia","","Región Metropolitana","Santiago","7510054","Chile ","America/Santiago","+56 2 23356301","info@departamento21.cl","","-71.31877","-31.761336","Item Updated"
"a0WM0000005j8jPMAQ","52ad3d46139b218f210000a5","529fb0de139b217a2e000213","Primary Location","4F, Bldg 7, 50 Moganshan Road","","Shanghai","","200060","China","Asia/Shanghai","+86 21 60709563","info@madeingallery.com","+86 21 60709562","121.488892","31.225344","Item Updated"
"a0WM0000005j8jQMAQ","50b68fd641c8189e240004d9","50776cf8fdab610002000188","Location 1","Dashanzi Art District 798 ","#8503, 2 Jiuxianqiao Road, Chaoyang Dst.? ","Beijing? ","","100015","China","Asia/Shanghai","+86 1059789505?","beijing@galleriacontinua.com.cn ","","116.391349","39.905909","Item Updated"
"a0WM0000005j8jRMAQ","5268edadb202a3723400018d","50d1a72b1272308197000445","Location 10","Dubai International Financial Centre","Gate Village Building 3","Dubai","","PO Box 506737","UAE","Europe/Kiev","+971 (0)43230909","dubai@operagallery.com","+971 (0)43230908","31.271832","49.487197","Item Updated"
"a0WM0000005j8jSMAQ","52d2ca5d7622ddb6b1000018","52cc778debad64e73f000299","Primary Location","calle vicente suarez 69, interior 2, colonia condesa","","méxico ","df","06140","mexico","America/Hermosillo","(+52 55) 5286 3351","julien@lelaboratoire.com.mx","","-111.625167","28.620833","Item Updated"
"a0WM0000005j8jTMAQ","52e287dda09a6714a600002d","52cc7742ebad64e73f00000d","Primary Location","Ampére | Breitensteinstrasse 45","","Zurich","Zurich","8037","Switzerland","Europe/Zurich","+41 44 271 4 888","office@abcontemporary.com","+41 44 271 4 890","8.540443","47.368559","Item Updated"
"a0WM0000005j8jUMAQ","51956358cac7a82b54000006","5192580096603b4b3e0000e8","Primary location","Carrer del Consell de Cent, 286","","Barcelona","Catalonia","08007","Spain","Europe/Madrid","+34 934 88 02 83","info@galeriamayoral.com","+34 934 88 10 93","2.163828","41.386698","Item Updated"
"a0WM0000005j8jVMAQ","55b56e6072616970c5000119","5591756e776f723971000069","6cf9b0f6fb6108f3cce8699ea9e246d9","Rua Benjamim Batista, 180/503","","Rio de Janeiro","Rio de Janeiro","22461-120","BR","America/Chicago","","","","-100.445882","39.78373","Item Updated"
"a0WM0000005j8jWMAQ","531f5d76cb4c27acdf00027d","530d0fe7ebad64dfaa0000fe","Primary Location","Rua Mourato Coelho, 751 - Vila Madalena","","São Paulo","São Paulo","05417-001","BR","America/Sao_Paulo","+55 11 2645 4480","info@centralgaleriadearte.com","","-49.023235","-21.954981","Item Updated"
"a0WM0000005j8jXMAQ","5322cf48139b2194da00034a","52dd6a852213937b6c00054d","Primary Location","First Floor, De Wet Centre","Church Street","Stellenbosch","Western Cape","7600","South Africa","Africa/Johannesburg","0027218873607","info@smacgallery.com","0027218877624","18.869167","-33.934444","Item Updated"
"a0WM0000005j8jYMAQ","532728dca09a67bd4c0007d0","530d1132ebad64dfaa00050c","Primary Location","Av. Ataulfo de Paiva, 1079, ss 109, Leblon,  ","","Rio de Janeiro","RJ,","22440-034","Brazil. ","America/Sao_Paulo","55 21 2274 5965","galeria@portasvilaseca.com.br","","-43.209373","-22.911014","Item Updated"
"a0WM0000005j8jZMAQ","532c67a8cd530e7d590000e4","52dd6a0b2213937b6c000111","Primary Location","Via Giuseppe Garibaldi 23 - Parma","Via Pietro Maroncelli 10 - Milano","Parma - Milano","Italia","43121 - 20124","Italia","Europe/Rome","+39 0521 285118 / +39 02 29006174","info@centrosteccata.com","+39 0521 285118 / +39 02 29006174","12.674297","42.638426","Item Updated"
"a0WM0000005j8jaMAA","52fbe1f08b3b811dd500052e","5209da018b3b812bb0000c44","Primary Location","Rua Estados Unidos, 2205 - Jardim América","","São Paulo","São Paulo","01427-002","Brazil","America/Sao_Paulo","55 11 30632193","contato@emmathomas.com.br","","-49.023235","-21.954981","Item Updated"
"a0WM0000005j8jbMAA","533b5705139b218acd000251","530d1111ebad64dfaa000490","Primary Location","Rod. Dr. Antonio Luiz Moura Gonzaga, 383/24","","Florianópolis","Santa Catarina","88048-300","Brasil","America/Sao_Paulo","55 48 99834400","myrine@mvarte.com.br","","-48.54961","-27.5973","Item Updated"
"a0WM0000005j8jcMAA","5357e61aa09a67b2a4000256","534408ccebad64a901000265","Primary Location","Winsstraße 72","","Berlin","","10405","DE","Europe/Berlin","+49 03074073430","info@rolandoanselmi.com","","13.422522","52.531089","Item Updated"
"a0WM0000005j8jdMAA","5371094ec9dc24d3f1000127","537107d6139b2170b10000eb","National Museum of Women in the Arts","1250 New York Ave NW","","Washington, D.C.","","20005","","","","","","","","Item Updated"
"a0WM0000005j8jeMAA","535817c6cb4c273392000068","53568f23a09a6735e8000933","Primary Location","Headquarters:  Mail To:  1755 - 246 Stewart Green Southwest","","Calgary","Alberta","T3H 3C8","CA","America/Chicago","+1.403.478.0718","info@postmafineart.com","","-100.445882","39.78373","Item Updated"
"a0WM0000005j8jfMAA","51db072b275b2491b70002be","51db0702275b2491b70002b8","Primary Location","Jl. Taman Srigunting No. 5 - 6","","Semarang","Central Java","50174","Indonesia","Asia/Jakarta","+62 24 355 20 99","galeri_semarang@yahoo.com","+62 24 355 21 99","110.422946","-6.990404","Item Updated"
"a0WM0000005j8jgMAA","538e57c39c18db864d00014a","538e4e2dcd530e1c7c000111","Museo de Arte de El Salvador","Colonia San Benito","Final Avenida la Revolución","San Salvador","","","El Salvador","America/El_Salvador","","","","-89.241936","13.692571000000001","Item Updated"
"a0WM0000005j8jhMAA","5390e75d9c18dbd6ea000230","5390e71acd530e0b90000293","Primary","5622 Mosholu Avenue","","Riverdale","New York","10471","USA","America/New_York","","","","-73.902719","40.9042","Item Updated"
"a0WM0000005j8jiMAA","539b3295b202a3bc2c0000b4","536279701a1e86a973000078","Primary Location","2224 North Charles St","","Baltimore","MD","21218","USA","America/New_York","410 235 3711","","","-76.617218","39.315144","Item Updated"
"a0WM0000005j8jjMAA","5396bad1275b24e136000099","5396ba01a09a67ca6b00008d","Johyun Gallery","171, Dalmaji-gil 65beon-gil","Haeundae-gu","Busan","","612-849","Korea","Asia/Seoul","+82(0)51 747 8853","info@johyungallery.com","+82(0)51 742 8852","129.06259","35.185317","Item Updated"
"a0WM0000005j8jkMAA","4f78e5296fb5ec0001000a8e","4f78e5038d7aba0001000ba8","Museum of Arts and Design","2 Columbus Circle","","New York","NY","10019","United States","America/New_York"," 212-299-7777","info@madmuseum.org ","","-73.981955","40.767334","Item Updated"
"a0WM0000005j8jlMAA","53a7a4f672616972409c0900","52b7be03ebad6427d50005a6","Tin-aw","Upper Ground Floor of Somerset Olympia Bldg.","Makati Avenue corner Sto. Tomas Streets","Makati City","Metro Manila","1225","Philippines","Asia/Manila","+632 892 7522","info@tin-aw.com","","121.023532","14.556885","Item Updated"
"a0WM0000005j8jmMAA","53ae91b07261696ec00d0400","52430662cd530e27cc000114","Location 2","Via Antonio Stoppani, 15/c","","Milan","","20129","IT","Europe/Rome","+39 02 91477463","r.fabbri@giacomoguidi.it","","9.212193","45.475791","Item Updated"
"a0WM0000005j8jnMAA","53ae93167261696ec56e0400","52430662cd530e27cc000114","Location 3","Palazzo Sforza Cesarini","Corso Vittorio Emanuele II, 282-284","Rome","","00186","Italy","Europe/Rome","","","","12.478314","41.903759","Item Updated"
"a0WM0000005j8joMAA","53b198127261695aa92e0100","53add6d37261696a79470100","Less is More Projects","5 rue du Dahomey","","Paris ","","75011","France","Europe/Paris","","","","2.38287","48.851218","Item Updated"
"a0WM0000005j8jpMAA","51da0925275b2491b700000b","51da08d78b3b819ddc000005","Shanghai","1/F Building 1, No.1 Lane","170 Yue Yang Road","Shanghai","","200031","PRC China","","(86) 21.54.66.0825","asolway@jamescohan.com","(86) 21.54.66.0823","","","Item Updated"
"a0WM0000005j8jqMAA","53b130e37261696ec0b41000","537f5f024b8480af3300002d","Primary Location","Studio 16, Victor House","282a Richmond Road, Hackney","London","","E83QS","United Kingdom","Europe/London","","info@chandelierprojects.com","","-0.127647","51.507322","Item Updated"
"a0WM0000005j8mRMAQ","524b3712139b21f88f000214","5226698aebad64d4a600012a","Location 2","PARKETT Publishers New York","145 Ave. of the Americas, 7th floor","New York","NY","10013","USA","America/New_York","212-673 2660","m.burgos@parkettart.com","(212)271-0704","-73.782636","40.911539","Item Updated"
"a0WM0000005j8mSMAQ","5270125ccd530e96f3000467","526be13dcd530e29ab00047a","Primary Location","","","","","","","","","","","","","Item Updated"
"a0WM0000005j8mTMAQ","5257ebd9275b24468c00098b","52266992ebad64d4a600014a","Primary Location","The Gallery, The Street","Ightham","Sevenoaks","Kent","TN15 9HH","United Kingdom","Europe/London","+ 44 (0)1732 882326","pca@prattcontemporaryart.co.uk","","0.281739","51.285799","Item Updated"
"a0WM0000005j8mUMAQ","50c5e027c6fd11a60400076a","50abcb3025e77810fd000033","Primary Location","The Economist Building","30 Bury Street","London","","SW1Y 6AU","United Kingdom ","Europe/London","+44 (0)207 930 5111","gallery@simsreed.com","+44 (0)207 930 1555","-0.127647","51.507322","Item Updated"
"a0WM0000005j8mVMAQ","528f253c8b3b819b0f00015c","528e419b9c18dbe25e000011","Primary Location","Maximilianstrasse 35","","Munich","","80539","DE","Europe/Berlin","0049 89 210 980 3","muenchen@haeusler-contemporary.com","0049 89 210 980 55","11.584038","48.13947","Item Updated"
"a0WM0000005j8mWMAQ","52dd75a17622dd28c7000096","52cc7798ebad64e73f0002f9","Primary Location","Colima 23, local B (Col. Roma Norte, Del. Cuauhtémoc)","","México D.F.","","06700","México","America/Mexico_City","+52 (1) 55 4035 8072","info@mexicoenblanco.com","","-99.13321","19.43253","Item Updated"
"a0WM0000005j8mXMAQ","52ef8f5e275b24f388000483","52cc77b1ebad64e73f0003cb","Primary Location","Masia Mas Pujó (Camí de Mas Pujó, s/n)","","Santa Margarida i els Monjos","Barcelona","08730","Spain","Europe/Madrid","+00 34 93 8180618","info@palmadotze.com","","1.662352","41.321339","Item Updated"
"a0WM0000005j8mYMAQ","55784a897261692c56000098","548e9eb37261690227660d00","46dc02a86d880168fb723c2a89275b30","IFA Gallery","","Brussels","","1000","BE","America/Chicago","","","","-100.445882","39.78373","Item Updated"
"a0WM0000005j8mZMAQ","530d8adc139b21eb0a00003e","52b7bb18ebad6427d5000126","Primary Location","Roppongi 7-18-8","Kishida bldg 2F","Minato-ku","Tokyo","1060032","Japan","Asia/Tokyo","+81 (0)3 3405 8438","contact@clearedition.jp","+81 (0)3 3405 8438","139.741434","35.650962","Item Updated"
